age,job,marital,education,balance,housing,loan,day,month,campaign,pdays,previous,poutcome,result
52,admini_management,married,tertiary,7388,no,yes,17,6,2,-1,0,unknown,no
37,blue-collar,single,secondary,531,no,no,17,6,7,-1,0,unknown,no
48,admini_management,married,tertiary,734,yes,no,17,6,3,-1,0,unknown,no
37,admini_management,married,secondary,10465,no,no,17,6,6,-1,0,unknown,no
36,blue-collar,married,secondary,2357,yes,no,17,6,2,-1,0,unknown,no
24,blue-collar,single,secondary,2355,yes,no,17,6,3,-1,0,unknown,no
35,services,married,tertiary,1359,no,no,17,6,2,-1,0,unknown,no
39,admini_management,single,secondary,51,no,no,17,6,2,-1,0,unknown,no
46,no_active_income,single,secondary,865,no,no,17,6,11,-1,0,unknown,no
57,self-employed,single,tertiary,873,no,no,17,6,3,-1,0,unknown,no
36,blue-collar,single,secondary,2596,no,no,18,6,6,-1,0,unknown,no
49,blue-collar,married,secondary,662,no,no,18,6,2,-1,0,unknown,no
57,no_active_income,single,tertiary,5253,no,no,18,6,3,-1,0,unknown,no
36,services,single,secondary,9231,no,no,18,6,3,-1,0,unknown,no
44,blue-collar,married,primary,0,no,no,18,6,5,-1,0,unknown,no
44,blue-collar,married,secondary,0,no,no,18,6,7,-1,0,unknown,no
52,no_active_income,married,secondary,424,no,no,18,6,3,-1,0,unknown,no
38,admini_management,single,tertiary,0,no,no,18,6,7,-1,0,unknown,no
48,blue-collar,married,primary,551,yes,yes,18,6,5,-1,0,unknown,no
51,blue-collar,married,secondary,1123,no,no,18,6,4,-1,0,unknown,no
49,housemaid,married,primary,434,yes,yes,18,6,3,-1,0,unknown,no
46,blue-collar,married,primary,-1,no,no,18,6,3,-1,0,unknown,no
40,blue-collar,married,secondary,265,no,no,18,6,4,-1,0,unknown,no
40,admini_management,single,secondary,1200,yes,no,18,6,8,-1,0,unknown,no
50,services,married,secondary,1134,no,no,18,6,2,-1,0,unknown,no
39,admini_management,single,tertiary,26,no,no,18,6,5,-1,0,unknown,no
48,admini_management,single,secondary,1253,yes,no,18,6,2,-1,0,unknown,no
45,admini_management,married,secondary,231,yes,no,18,6,3,-1,0,unknown,no
46,blue-collar,married,primary,557,no,no,18,6,1,-1,0,unknown,no
37,blue-collar,married,secondary,1736,no,yes,18,6,1,-1,0,unknown,no
40,self-employed,married,secondary,256,no,no,18,6,1,-1,0,unknown,no
55,no_active_income,married,secondary,31,no,no,18,6,1,-1,0,unknown,no
42,self-employed,single,secondary,31,no,no,18,6,1,-1,0,unknown,no
28,blue-collar,married,secondary,-493,yes,no,18,6,4,-1,0,unknown,no
45,blue-collar,married,secondary,103,no,no,18,6,1,-1,0,unknown,no
29,housemaid,married,secondary,1104,yes,no,18,6,9,-1,0,unknown,no
52,blue-collar,married,secondary,262,no,no,18,6,4,-1,0,unknown,no
37,services,single,secondary,2657,yes,no,18,6,1,-1,0,unknown,no
37,blue-collar,single,secondary,415,no,no,18,6,1,-1,0,unknown,no
28,admini_management,single,tertiary,2253,yes,no,18,6,2,-1,0,unknown,no
49,admini_management,married,primary,1330,no,yes,18,6,1,-1,0,unknown,no
42,services,married,secondary,0,no,no,18,6,6,-1,0,unknown,no
51,housemaid,married,primary,1093,no,yes,18,6,1,-1,0,unknown,no
54,housemaid,married,primary,3151,no,no,18,6,7,-1,0,unknown,no
39,admini_management,married,secondary,224,no,no,18,6,2,-1,0,unknown,no
51,no_active_income,married,primary,67,no,no,18,6,1,-1,0,unknown,yes
60,no_active_income,married,primary,0,no,no,18,6,1,-1,0,unknown,no
29,blue-collar,married,secondary,-565,yes,no,18,6,3,-1,0,unknown,no
38,services,married,secondary,2289,no,no,18,6,5,-1,0,unknown,no
39,self-employed,single,tertiary,426,no,no,18,6,1,-1,0,unknown,yes
36,blue-collar,married,tertiary,9,yes,no,18,6,3,-1,0,unknown,no
55,blue-collar,married,primary,1101,no,no,18,6,3,-1,0,unknown,no
36,no_active_income,single,secondary,8267,no,no,18,6,2,-1,0,unknown,no
37,admini_management,married,tertiary,223,no,no,18,6,10,-1,0,unknown,no
48,admini_management,married,secondary,1096,yes,no,18,6,5,-1,0,unknown,no
37,blue-collar,married,primary,704,no,no,18,6,7,-1,0,unknown,no
51,admini_management,married,primary,192,no,no,18,6,3,-1,0,unknown,no
51,services,single,secondary,9,no,no,18,6,2,-1,0,unknown,yes
36,blue-collar,married,primary,1707,no,no,18,6,2,-1,0,unknown,no
27,self-employed,married,secondary,47,yes,no,18,6,4,-1,0,unknown,no
33,admini_management,single,tertiary,729,yes,yes,18,6,5,-1,0,unknown,no
58,no_active_income,single,secondary,7798,no,no,18,6,5,-1,0,unknown,no
27,blue-collar,single,secondary,629,yes,yes,18,6,2,-1,0,unknown,no
56,blue-collar,married,secondary,3760,no,no,18,6,3,-1,0,unknown,no
42,admini_management,single,secondary,0,yes,yes,18,6,4,-1,0,unknown,no
32,services,married,secondary,201,yes,no,18,6,2,-1,0,unknown,no
26,admini_management,married,secondary,416,yes,yes,18,6,2,-1,0,unknown,no
39,blue-collar,married,secondary,39,yes,no,18,6,6,-1,0,unknown,no
42,blue-collar,single,secondary,1279,yes,no,18,6,4,-1,0,unknown,no
28,blue-collar,single,secondary,975,yes,no,18,6,3,-1,0,unknown,no
29,admini_management,married,tertiary,620,yes,no,18,6,3,-1,0,unknown,no
50,admini_management,married,secondary,311,yes,yes,18,6,3,-1,0,unknown,no
48,admini_management,single,tertiary,0,no,no,18,6,3,-1,0,unknown,no
27,admini_management,married,secondary,-97,yes,no,18,6,2,-1,0,unknown,yes
24,blue-collar,married,secondary,0,yes,no,18,6,4,-1,0,unknown,no
48,admini_management,single,secondary,479,yes,yes,18,6,3,-1,0,unknown,no
46,admini_management,single,tertiary,46,no,yes,18,6,1,-1,0,unknown,no
49,blue-collar,single,secondary,1202,yes,no,18,6,1,-1,0,unknown,no
48,blue-collar,married,primary,363,yes,no,18,6,6,-1,0,unknown,no
44,blue-collar,married,secondary,1147,yes,no,18,6,3,-1,0,unknown,no
61,self-employed,single,secondary,369,no,no,18,6,1,-1,0,unknown,no
43,services,single,secondary,62,no,no,18,6,1,-1,0,unknown,no
45,housemaid,married,tertiary,143,no,no,18,6,1,-1,0,unknown,no
58,no_active_income,single,primary,97,no,no,18,6,1,-1,0,unknown,no
50,housemaid,married,secondary,0,no,no,18,6,1,-1,0,unknown,no
43,admini_management,married,tertiary,657,no,no,18,6,1,-1,0,unknown,no
59,admini_management,single,tertiary,1304,no,no,18,6,1,-1,0,unknown,no
60,no_active_income,married,secondary,1524,no,no,18,6,1,-1,0,unknown,no
58,housemaid,married,primary,0,no,no,18,6,1,-1,0,unknown,no
57,blue-collar,married,secondary,773,yes,yes,18,6,8,-1,0,unknown,no
42,housemaid,married,secondary,197,no,no,18,6,1,-1,0,unknown,no
36,blue-collar,married,secondary,2627,yes,no,18,6,1,-1,0,unknown,no
35,admini_management,married,secondary,165,yes,no,18,6,1,-1,0,unknown,no
37,blue-collar,single,secondary,-689,no,no,18,6,1,-1,0,unknown,no
40,blue-collar,married,tertiary,397,no,no,18,6,1,-1,0,unknown,no
55,admini_management,married,secondary,5836,no,no,18,6,1,-1,0,unknown,no
36,admini_management,single,tertiary,391,no,no,18,6,1,-1,0,unknown,no
49,blue-collar,married,secondary,1743,no,no,18,6,1,-1,0,unknown,no
28,blue-collar,single,tertiary,594,yes,yes,18,6,3,-1,0,unknown,no
60,no_active_income,single,primary,1582,no,yes,18,6,1,-1,0,unknown,no
44,blue-collar,married,primary,2791,no,no,18,6,1,-1,0,unknown,no
49,blue-collar,married,secondary,997,no,no,18,6,1,-1,0,unknown,no
39,self-employed,married,tertiary,2310,yes,yes,18,6,1,-1,0,unknown,no
37,blue-collar,married,secondary,0,no,no,18,6,1,-1,0,unknown,no
54,housemaid,married,primary,5048,no,no,18,6,1,-1,0,unknown,no
48,admini_management,married,tertiary,0,no,yes,18,6,1,-1,0,unknown,no
37,admini_management,single,secondary,0,yes,no,18,6,1,-1,0,unknown,no
46,blue-collar,married,secondary,179,no,yes,18,6,1,-1,0,unknown,no
55,blue-collar,married,primary,761,no,no,18,6,1,-1,0,unknown,no
38,blue-collar,single,secondary,889,no,yes,18,6,1,-1,0,unknown,no
42,blue-collar,single,primary,4930,no,no,18,6,1,-1,0,unknown,yes
42,blue-collar,married,secondary,-813,yes,no,18,6,4,-1,0,unknown,no
37,self-employed,single,tertiary,2087,no,no,18,6,1,-1,0,unknown,no
60,housemaid,married,primary,0,no,no,18,6,1,-1,0,unknown,no
59,no_active_income,married,primary,0,no,no,18,6,1,-1,0,unknown,no
47,no_active_income,married,primary,490,yes,no,18,6,10,-1,0,unknown,no
48,no_active_income,married,primary,5173,yes,no,18,6,8,-1,0,unknown,no
48,admini_management,married,primary,5348,no,no,18,6,1,-1,0,unknown,no
37,blue-collar,married,secondary,603,no,no,18,6,2,-1,0,unknown,no
36,services,single,secondary,755,no,no,18,6,1,-1,0,unknown,no
47,services,single,secondary,829,no,yes,18,6,2,-1,0,unknown,no
37,self-employed,married,secondary,2235,no,no,18,6,1,-1,0,unknown,no
60,no_active_income,married,primary,3,no,no,18,6,1,-1,0,unknown,no
47,admini_management,married,tertiary,414,no,no,18,6,1,-1,0,unknown,no
56,no_active_income,single,secondary,389,yes,no,18,6,5,-1,0,unknown,no
48,blue-collar,single,primary,0,no,no,18,6,1,-1,0,unknown,no
39,services,married,tertiary,6497,no,no,18,6,1,-1,0,unknown,no
44,blue-collar,married,secondary,1025,yes,no,18,6,1,-1,0,unknown,no
58,housemaid,single,primary,0,no,no,18,6,2,-1,0,unknown,no
45,admini_management,single,tertiary,959,no,no,18,6,1,-1,0,unknown,no
50,admini_management,married,secondary,1019,yes,no,18,6,1,-1,0,unknown,no
57,admini_management,married,tertiary,1172,no,no,18,6,1,-1,0,unknown,no
59,no_active_income,married,secondary,5744,no,no,18,6,1,-1,0,unknown,no
58,admini_management,married,tertiary,3768,yes,no,18,6,1,-1,0,unknown,no
58,housemaid,married,primary,1274,no,no,18,6,7,-1,0,unknown,no
46,blue-collar,single,primary,2870,no,no,18,6,6,-1,0,unknown,no
50,services,married,secondary,753,no,no,18,6,2,-1,0,unknown,no
52,no_active_income,married,primary,9,no,no,18,6,1,-1,0,unknown,no
44,admini_management,married,tertiary,2283,yes,yes,18,6,2,-1,0,unknown,no
59,no_active_income,married,primary,1245,no,no,18,6,2,-1,0,unknown,no
54,housemaid,single,primary,1194,no,no,18,6,3,-1,0,unknown,no
39,blue-collar,married,primary,-186,no,yes,18,6,3,-1,0,unknown,no
44,services,married,secondary,1872,yes,no,18,6,3,-1,0,unknown,no
56,self-employed,married,tertiary,773,no,no,18,6,1,-1,0,unknown,no
32,admini_management,single,tertiary,7419,yes,no,18,6,29,-1,0,unknown,no
53,blue-collar,single,secondary,517,yes,no,18,6,2,-1,0,unknown,no
36,admini_management,married,secondary,90,no,no,18,6,3,-1,0,unknown,no
55,admini_management,married,secondary,0,no,no,18,6,2,-1,0,unknown,no
51,self-employed,single,secondary,440,no,no,18,6,1,-1,0,unknown,no
48,admini_management,married,secondary,1800,yes,no,18,6,1,-1,0,unknown,no
56,blue-collar,single,secondary,486,yes,no,18,6,4,-1,0,unknown,no
53,self-employed,married,tertiary,235,no,no,18,6,3,-1,0,unknown,no
47,no_active_income,married,primary,0,no,no,18,6,1,-1,0,unknown,no
52,admini_management,married,tertiary,1147,no,no,18,6,1,-1,0,unknown,no
44,blue-collar,married,secondary,-448,yes,no,18,6,2,-1,0,unknown,no
60,no_active_income,married,tertiary,1336,no,no,18,6,1,-1,0,unknown,no
35,admini_management,married,secondary,1476,no,no,18,6,12,-1,0,unknown,no
37,services,married,secondary,2128,no,no,18,6,1,-1,0,unknown,no
41,self-employed,married,secondary,707,no,no,18,6,1,-1,0,unknown,yes
33,blue-collar,married,secondary,4,yes,yes,18,6,2,-1,0,unknown,yes
47,blue-collar,married,secondary,3478,no,no,18,6,11,-1,0,unknown,no
46,admini_management,married,secondary,126,no,no,18,6,1,-1,0,unknown,yes
50,admini_management,married,tertiary,3296,no,no,18,6,2,-1,0,unknown,no
45,services,single,secondary,1771,no,no,18,6,2,-1,0,unknown,no
38,services,single,secondary,446,yes,no,18,6,4,-1,0,unknown,no
43,housemaid,married,secondary,5233,no,no,18,6,2,-1,0,unknown,no
54,blue-collar,married,primary,45,yes,no,18,6,20,-1,0,unknown,no
38,blue-collar,single,tertiary,11,no,no,18,6,3,-1,0,unknown,no
59,no_active_income,single,primary,681,no,yes,18,6,7,-1,0,unknown,no
37,housemaid,single,secondary,37,no,no,18,6,2,-1,0,unknown,no
51,blue-collar,married,secondary,2682,no,no,18,6,1,-1,0,unknown,no
58,admini_management,married,tertiary,2729,no,no,18,6,1,-1,0,unknown,no
53,blue-collar,married,secondary,1776,no,no,18,6,7,-1,0,unknown,no
59,admini_management,married,secondary,479,no,no,18,6,1,-1,0,unknown,no
60,admini_management,married,tertiary,11,no,no,18,6,3,-1,0,unknown,no
60,admini_management,single,secondary,3916,no,no,18,6,5,-1,0,unknown,no
45,admini_management,single,tertiary,220,yes,no,18,6,4,-1,0,unknown,no
37,blue-collar,married,secondary,523,no,no,18,6,2,-1,0,unknown,no
44,services,single,secondary,608,yes,yes,18,6,30,-1,0,unknown,no
45,blue-collar,married,secondary,2571,no,no,18,6,2,-1,0,unknown,no
57,no_active_income,single,primary,914,no,no,18,6,2,-1,0,unknown,no
45,no_active_income,married,primary,1152,no,no,18,6,2,-1,0,unknown,no
38,blue-collar,single,secondary,519,yes,yes,18,6,14,-1,0,unknown,no
36,self-employed,married,tertiary,9405,no,no,18,6,3,-1,0,unknown,no
39,blue-collar,single,secondary,1967,no,no,18,6,9,-1,0,unknown,no
52,blue-collar,married,secondary,0,yes,no,18,6,12,-1,0,unknown,no
40,blue-collar,married,tertiary,-1779,yes,yes,18,6,2,-1,0,unknown,no
44,housemaid,single,primary,1059,no,no,18,6,1,-1,0,unknown,yes
38,services,married,secondary,611,yes,yes,18,6,3,-1,0,unknown,no
36,services,married,secondary,1024,yes,no,18,6,2,-1,0,unknown,no
31,blue-collar,married,secondary,671,yes,no,18,6,4,-1,0,unknown,yes
42,blue-collar,married,primary,3,no,no,18,6,3,-1,0,unknown,no
44,self-employed,married,secondary,692,no,no,18,6,4,-1,0,unknown,no
40,blue-collar,married,tertiary,4396,no,no,18,6,2,-1,0,unknown,no
50,blue-collar,married,primary,280,yes,no,18,6,23,-1,0,unknown,no
41,services,single,secondary,2769,yes,no,18,6,3,-1,0,unknown,no
41,admini_management,married,secondary,1245,no,no,18,6,3,-1,0,unknown,no
49,blue-collar,married,primary,1050,yes,no,18,6,5,-1,0,unknown,no
33,admini_management,single,secondary,3160,no,no,18,6,13,-1,0,unknown,no
51,blue-collar,married,primary,1238,no,no,18,6,10,-1,0,unknown,no
51,blue-collar,married,tertiary,1533,no,no,18,6,2,-1,0,unknown,no
31,blue-collar,single,secondary,54,no,no,18,6,3,-1,0,unknown,no
53,admini_management,married,tertiary,694,no,no,18,6,6,-1,0,unknown,no
28,blue-collar,single,secondary,623,no,no,18,6,41,-1,0,unknown,no
47,no_active_income,married,primary,197,no,no,18,6,2,-1,0,unknown,no
53,no_active_income,married,secondary,357,no,no,18,6,2,-1,0,unknown,no
60,admini_management,married,secondary,358,no,no,18,6,2,-1,0,unknown,no
37,services,single,primary,0,yes,no,18,6,2,-1,0,unknown,no
60,self-employed,married,primary,0,no,no,18,6,1,-1,0,unknown,no
58,admini_management,married,tertiary,5680,no,no,18,6,1,-1,0,unknown,no
50,no_active_income,married,secondary,193,yes,no,18,6,6,-1,0,unknown,no
60,no_active_income,married,primary,415,no,no,18,6,2,-1,0,unknown,no
48,housemaid,single,primary,2582,no,no,18,6,4,-1,0,unknown,no
45,services,single,secondary,359,yes,no,18,6,8,-1,0,unknown,no
47,blue-collar,single,secondary,165,no,no,18,6,3,-1,0,unknown,no
51,admini_management,single,secondary,1994,no,no,18,6,2,-1,0,unknown,yes
57,housemaid,single,primary,113,no,no,18,6,2,-1,0,unknown,no
57,blue-collar,married,primary,1236,no,no,18,6,9,-1,0,unknown,no
44,admini_management,single,tertiary,0,no,no,18,6,3,-1,0,unknown,no
38,blue-collar,single,secondary,1121,no,no,18,6,1,-1,0,unknown,no
38,services,married,secondary,393,no,no,18,6,3,-1,0,unknown,no
46,blue-collar,married,primary,1823,no,no,18,6,3,-1,0,unknown,no
44,blue-collar,single,tertiary,827,yes,no,18,6,4,-1,0,unknown,no
42,housemaid,married,primary,1371,no,no,18,6,8,-1,0,unknown,no
54,blue-collar,single,tertiary,1433,yes,yes,18,6,20,-1,0,unknown,no
54,blue-collar,married,secondary,1455,yes,no,18,6,4,-1,0,unknown,no
59,no_active_income,married,primary,1427,no,no,18,6,2,-1,0,unknown,no
37,blue-collar,married,primary,1104,no,no,18,6,8,-1,0,unknown,no
39,housemaid,single,primary,1340,no,no,18,6,2,-1,0,unknown,no
53,self-employed,married,primary,-257,yes,yes,18,6,5,-1,0,unknown,no
49,services,married,secondary,2058,no,no,18,6,3,-1,0,unknown,no
32,admini_management,married,tertiary,607,yes,no,18,6,5,-1,0,unknown,yes
45,admini_management,married,tertiary,-687,yes,yes,18,6,2,-1,0,unknown,no
36,blue-collar,married,primary,946,yes,no,18,6,3,-1,0,unknown,no
58,housemaid,married,primary,2387,no,no,18,6,2,-1,0,unknown,no
42,services,married,secondary,3236,no,no,18,6,11,-1,0,unknown,no
40,admini_management,single,secondary,1670,yes,no,18,6,2,-1,0,unknown,no
42,blue-collar,married,primary,-303,yes,no,18,6,3,-1,0,unknown,no
47,services,married,primary,504,no,yes,18,6,3,-1,0,unknown,no
39,blue-collar,single,primary,0,no,no,18,6,2,-1,0,unknown,no
52,admini_management,married,secondary,0,no,no,18,6,1,-1,0,unknown,no
57,housemaid,single,primary,7451,no,no,18,6,4,-1,0,unknown,no
36,admini_management,married,secondary,542,yes,no,18,6,6,-1,0,unknown,no
59,blue-collar,married,secondary,0,no,no,18,6,1,-1,0,unknown,no
44,blue-collar,married,secondary,2092,no,yes,18,6,1,-1,0,unknown,no
41,blue-collar,married,primary,219,no,yes,18,6,3,-1,0,unknown,yes
39,admini_management,married,secondary,0,no,no,19,6,11,-1,0,unknown,no
58,blue-collar,married,secondary,1826,yes,no,19,6,3,-1,0,unknown,no
60,self-employed,married,primary,987,no,no,19,6,13,-1,0,unknown,no
36,blue-collar,married,secondary,537,no,no,19,6,6,-1,0,unknown,no
48,blue-collar,married,primary,649,no,no,19,6,2,-1,0,unknown,no
50,blue-collar,married,secondary,5,no,no,19,6,7,-1,0,unknown,no
44,admini_management,single,secondary,2524,no,no,19,6,1,-1,0,unknown,no
42,blue-collar,married,secondary,370,no,no,19,6,5,-1,0,unknown,no
50,services,married,secondary,748,no,yes,19,6,1,-1,0,unknown,no
47,admini_management,married,secondary,1195,no,no,19,6,1,-1,0,unknown,no
41,services,married,secondary,7509,no,no,19,6,1,-1,0,unknown,no
41,blue-collar,married,secondary,1278,no,no,19,6,1,-1,0,unknown,no
54,admini_management,married,tertiary,4112,no,no,19,6,1,-1,0,unknown,no
46,housemaid,married,primary,1188,no,no,19,6,5,-1,0,unknown,no
59,blue-collar,married,primary,4143,no,no,19,6,1,-1,0,unknown,no
40,blue-collar,married,primary,117,yes,no,19,6,3,-1,0,unknown,no
57,no_active_income,married,secondary,0,no,no,19,6,1,-1,0,unknown,no
53,admini_management,single,secondary,-112,no,no,19,6,1,-1,0,unknown,no
50,self-employed,married,secondary,306,no,no,19,6,1,-1,0,unknown,no
39,services,single,tertiary,410,no,no,19,6,4,-1,0,unknown,no
52,no_active_income,single,tertiary,0,no,no,19,6,1,-1,0,unknown,no
51,blue-collar,single,secondary,107,no,no,19,6,1,-1,0,unknown,no
55,blue-collar,married,secondary,2010,no,no,19,6,1,-1,0,unknown,no
57,no_active_income,single,secondary,630,no,no,19,6,1,-1,0,unknown,no
50,self-employed,single,tertiary,0,yes,no,19,6,1,-1,0,unknown,no
56,no_active_income,married,primary,1906,no,yes,19,6,9,-1,0,unknown,no
59,no_active_income,married,secondary,1723,no,no,19,6,1,-1,0,unknown,no
41,admini_management,married,secondary,2,yes,no,19,6,1,-1,0,unknown,no
45,blue-collar,married,tertiary,3626,no,no,19,6,2,-1,0,unknown,no
48,self-employed,married,tertiary,269,yes,no,19,6,1,-1,0,unknown,no
54,no_active_income,married,primary,1925,no,no,19,6,3,-1,0,unknown,no
38,admini_management,married,tertiary,-1007,yes,yes,19,6,1,-1,0,unknown,no
50,blue-collar,single,primary,-232,yes,no,19,6,1,-1,0,unknown,no
58,blue-collar,married,primary,0,yes,no,19,6,1,-1,0,unknown,no
55,blue-collar,married,secondary,5874,no,no,19,6,1,-1,0,unknown,no
58,no_active_income,married,secondary,1463,yes,no,19,6,1,-1,0,unknown,no
54,blue-collar,married,secondary,415,yes,no,19,6,31,-1,0,unknown,no
39,services,married,tertiary,16,no,no,19,6,1,-1,0,unknown,no
55,blue-collar,married,secondary,891,no,no,19,6,1,-1,0,unknown,no
41,admini_management,single,tertiary,1,yes,no,19,6,1,-1,0,unknown,no
40,blue-collar,married,secondary,3316,no,no,19,6,3,-1,0,unknown,no
53,no_active_income,single,secondary,4512,no,no,19,6,2,-1,0,unknown,no
58,no_active_income,married,tertiary,5087,no,no,19,6,1,-1,0,unknown,no
51,admini_management,married,secondary,884,no,no,19,6,1,-1,0,unknown,no
49,blue-collar,married,secondary,148,no,no,19,6,1,-1,0,unknown,no
58,self-employed,married,secondary,3,no,no,19,6,5,-1,0,unknown,no
